the_geom,cartodb_id,the_geom_webmercator,zip_code,partially_vaccinated,fully_vaccinated,etl_timestamp,population,county,state,date,mmwr_year,mmwr_week,mmwr_day,year_week
NA,1,NA,19138,2670,8474,2021-06-03 02:17:12,32273,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,2,NA,19125,2445,11341,2021-06-03 02:17:12,22958,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,3,NA,19144,3804,12635,2021-06-03 02:17:12,43329,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,4,NA,19152,4091,12416,2021-06-03 02:17:12,33293,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,5,NA,19153,1094,3602,2021-06-03 02:17:12,12259,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,6,NA,19133,2651,5806,2021-06-03 02:17:12,26063,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,7,NA,19126,1434,4948,2021-06-03 02:17:12,15758,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,8,NA,19119,2709,10868,2021-06-03 02:17:12,27035,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,9,NA,19120,6963,17233,2021-06-03 02:17:12,68104,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,10,NA,19128,3537,13374,2021-06-03 02:17:12,35239,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,11,NA,19104,5830,20712,2021-06-03 02:17:12,51808,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,12,NA,19127,523,2406,2021-06-03 02:17:12,5913,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,13,NA,19149,7296,16676,2021-06-03 02:17:12,55006,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,14,NA,19143,5220,20112,2021-06-03 02:17:12,64849,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,15,NA,19146,3771,19049,2021-06-03 02:17:12,35113,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,16,NA,19135,2734,8543,2021-06-03 02:17:12,33091,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,17,NA,19151,2248,7846,2021-06-03 02:17:12,29883,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,18,NA,19154,2724,11467,2021-06-03 02:17:12,34196,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,19,NA,19132,2892,8290,2021-06-03 02:17:12,36268,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,20,NA,19111,6421,20154,2021-06-03 02:17:12,63090,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,21,NA,19114,2675,11296,2021-06-03 02:17:12,30907,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,22,NA,19147,4234,20132,2021-06-03 02:17:12,36228,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,23,NA,19139,3464,11508,2021-06-03 02:17:12,41271,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,24,NA,19124,6301,16091,2021-06-03 02:17:12,66691,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,25,NA,19142,2570,6417,2021-06-03 02:17:12,29595,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,26,NA,19118,867,4009,2021-06-03 02:17:12,9808,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,27,NA,19122,2030,7653,2021-06-03 02:17:12,21653,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,28,NA,19123,1920,7849,2021-06-03 02:17:12,13416,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,29,NA,19130,3533,13265,2021-06-03 02:17:12,24870,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,30,NA,19116,2468,10230,2021-06-03 02:17:12,33112,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,31,NA,19129,1253,4394,2021-06-03 02:17:12,10975,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,32,NA,19140,4855,13209,2021-06-03 02:17:12,54133,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,33,NA,19134,5221,14608,2021-06-03 02:17:12,60675,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,34,NA,19145,4936,18510,2021-06-03 02:17:12,47261,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,35,NA,19121,3141,10710,2021-06-03 02:17:12,36572,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,36,NA,19107,2103,8549,2021-06-03 02:17:12,14875,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,37,NA,19150,2157,7814,2021-06-03 02:17:12,23378,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,38,NA,19131,3343,11791,2021-06-03 02:17:12,43172,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,39,NA,19102,787,3173,2021-06-03 02:17:12,4705,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,40,NA,19148,6448,22054,2021-06-03 02:17:12,49732,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,41,NA,19115,3075,12874,2021-06-03 02:17:12,33207,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,42,NA,19136,3219,10751,2021-06-03 02:17:12,40647,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,43,NA,19103,2698,14171,2021-06-03 02:17:12,21908,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,44,NA,19106,1572,6492,2021-06-03 02:17:12,11740,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,45,NA,19141,2556,7633,2021-06-03 02:17:12,31376,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
NA,46,NA,19137,741,2415,2021-06-03 02:17:12,8638,Philadelphia County,PA,2021-06-03,2021,22,5,2021 - 22
